,ParkName,UNIT_CODE,Region,State,Year,Month,RecVisits,NonRecVisits
5389,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,2,36361,200
5390,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,3,103151,200
5391,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,4,126454,200
5392,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,5,151995,200
5393,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,6,220558,200
5394,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,7,288827,200
5395,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,8,212484,200
5396,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,9,178614,200
5397,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,10,173459,200
5398,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,11,110368,200
5399,New River Gorge NP & PRES,NERI,Northeast ,WV,2021,12,46593,200
5400,North Cascades NP,NOCA,Pacific West ,WA,2012,1,2,0
5401,North Cascades NP,NOCA,Pacific West ,WA,2012,2,7,0
5402,North Cascades NP,NOCA,Pacific West ,WA,2012,3,14,0
5403,North Cascades NP,NOCA,Pacific West ,WA,2012,4,109,0
5404,North Cascades NP,NOCA,Pacific West ,WA,2012,5,854,0
5405,North Cascades NP,NOCA,Pacific West ,WA,2012,6,1286,0
5406,North Cascades NP,NOCA,Pacific West ,WA,2012,7,6320,0
5407,North Cascades NP,NOCA,Pacific West ,WA,2012,8,10009,0
5408,North Cascades NP,NOCA,Pacific West ,WA,2012,9,6538,0
5409,North Cascades NP,NOCA,Pacific West ,WA,2012,10,1588,0
5410,North Cascades NP,NOCA,Pacific West ,WA,2012,11,176,0
5411,North Cascades NP,NOCA,Pacific West ,WA,2012,12,32,0
5412,North Cascades NP,NOCA,Pacific West ,WA,2013,1,16,0
5413,North Cascades NP,NOCA,Pacific West ,WA,2013,2,3,0
5414,North Cascades NP,NOCA,Pacific West ,WA,2013,3,24,0
5415,North Cascades NP,NOCA,Pacific West ,WA,2013,4,148,0
5416,North Cascades NP,NOCA,Pacific West ,WA,2013,5,763,0
5417,North Cascades NP,NOCA,Pacific West ,WA,2013,6,2283,0
5418,North Cascades NP,NOCA,Pacific West ,WA,2013,7,6457,0
5419,North Cascades NP,NOCA,Pacific West ,WA,2013,8,7214,0
5420,North Cascades NP,NOCA,Pacific West ,WA,2013,9,4266,0
5421,North Cascades NP,NOCA,Pacific West ,WA,2013,10,372,0
5422,North Cascades NP,NOCA,Pacific West ,WA,2013,11,54,0
5423,North Cascades NP,NOCA,Pacific West ,WA,2013,12,23,0
5424,North Cascades NP,NOCA,Pacific West ,WA,2014,1,40,0
5425,North Cascades NP,NOCA,Pacific West ,WA,2014,2,8,0
5426,North Cascades NP,NOCA,Pacific West ,WA,2014,3,13,0
5427,North Cascades NP,NOCA,Pacific West ,WA,2014,4,156,0
5428,North Cascades NP,NOCA,Pacific West ,WA,2014,5,727,0
5429,North Cascades NP,NOCA,Pacific West ,WA,2014,6,1970,0
5430,North Cascades NP,NOCA,Pacific West ,WA,2014,7,6546,0
5431,North Cascades NP,NOCA,Pacific West ,WA,2014,8,7487,0
5432,North Cascades NP,NOCA,Pacific West ,WA,2014,9,5335,0
5433,North Cascades NP,NOCA,Pacific West ,WA,2014,10,1350,0
5434,North Cascades NP,NOCA,Pacific West ,WA,2014,11,158,0
5435,North Cascades NP,NOCA,Pacific West ,WA,2014,12,75,0
5436,North Cascades NP,NOCA,Pacific West ,WA,2015,1,59,0
5437,North Cascades NP,NOCA,Pacific West ,WA,2015,2,149,0
5438,North Cascades NP,NOCA,Pacific West ,WA,2015,3,215,0
5439,North Cascades NP,NOCA,Pacific West ,WA,2015,4,212,0
5440,North Cascades NP,NOCA,Pacific West ,WA,2015,5,1410,0
5441,North Cascades NP,NOCA,Pacific West ,WA,2015,6,3277,0
5442,North Cascades NP,NOCA,Pacific West ,WA,2015,7,6297,0
5443,North Cascades NP,NOCA,Pacific West ,WA,2015,8,5526,0
5444,North Cascades NP,NOCA,Pacific West ,WA,2015,9,2868,0
5445,North Cascades NP,NOCA,Pacific West ,WA,2015,10,502,0
5446,North Cascades NP,NOCA,Pacific West ,WA,2015,11,105,0
5447,North Cascades NP,NOCA,Pacific West ,WA,2015,12,57,0
5448,North Cascades NP,NOCA,Pacific West ,WA,2016,1,25,0
5449,North Cascades NP,NOCA,Pacific West ,WA,2016,2,16,0
5450,North Cascades NP,NOCA,Pacific West ,WA,2016,3,92,0
5451,North Cascades NP,NOCA,Pacific West ,WA,2016,4,56,0
5452,North Cascades NP,NOCA,Pacific West ,WA,2016,5,572,0
5453,North Cascades NP,NOCA,Pacific West ,WA,2016,6,4197,0
5454,North Cascades NP,NOCA,Pacific West ,WA,2016,7,7435,0
5455,North Cascades NP,NOCA,Pacific West ,WA,2016,8,9782,0
5456,North Cascades NP,NOCA,Pacific West ,WA,2016,9,5544,0
5457,North Cascades NP,NOCA,Pacific West ,WA,2016,10,804,0
5458,North Cascades NP,NOCA,Pacific West ,WA,2016,11,105,0
5459,North Cascades NP,NOCA,Pacific West ,WA,2016,12,18,0
5460,North Cascades NP,NOCA,Pacific West ,WA,2017,1,37,0
5461,North Cascades NP,NOCA,Pacific West ,WA,2017,2,6,0
5462,North Cascades NP,NOCA,Pacific West ,WA,2017,3,9,0
5463,North Cascades NP,NOCA,Pacific West ,WA,2017,4,198,0
5464,North Cascades NP,NOCA,Pacific West ,WA,2017,5,1131,0
5465,North Cascades NP,NOCA,Pacific West ,WA,2017,6,2981,0
5466,North Cascades NP,NOCA,Pacific West ,WA,2017,7,8560,0
5467,North Cascades NP,NOCA,Pacific West ,WA,2017,8,9704,0
5468,North Cascades NP,NOCA,Pacific West ,WA,2017,9,6752,0
5469,North Cascades NP,NOCA,Pacific West ,WA,2017,10,777,0
5470,North Cascades NP,NOCA,Pacific West ,WA,2017,11,124,0
5471,North Cascades NP,NOCA,Pacific West ,WA,2017,12,47,0
5472,North Cascades NP,NOCA,Pacific West ,WA,2018,1,27,0
5473,North Cascades NP,NOCA,Pacific West ,WA,2018,2,35,0
5474,North Cascades NP,NOCA,Pacific West ,WA,2018,3,50,0
5475,North Cascades NP,NOCA,Pacific West ,WA,2018,4,129,0
5476,North Cascades NP,NOCA,Pacific West ,WA,2018,5,1646,0
5477,North Cascades NP,NOCA,Pacific West ,WA,2018,6,3198,0
5478,North Cascades NP,NOCA,Pacific West ,WA,2018,7,10270,0
5479,North Cascades NP,NOCA,Pacific West ,WA,2018,8,7155,0
5480,North Cascades NP,NOCA,Pacific West ,WA,2018,9,5896,0
5481,North Cascades NP,NOCA,Pacific West ,WA,2018,10,1660,0
5482,North Cascades NP,NOCA,Pacific West ,WA,2018,11,19,0
5483,North Cascades NP,NOCA,Pacific West ,WA,2018,12,0,0
5484,North Cascades NP,NOCA,Pacific West ,WA,2019,1,9,0
5485,North Cascades NP,NOCA,Pacific West ,WA,2019,2,0,0
5486,North Cascades NP,NOCA,Pacific West ,WA,2019,3,26,0
5487,North Cascades NP,NOCA,Pacific West ,WA,2019,4,44,0
5488,North Cascades NP,NOCA,Pacific West ,WA,2019,5,1241,0
5489,North Cascades NP,NOCA,Pacific West ,WA,2019,6,4520,0
5490,North Cascades NP,NOCA,Pacific West ,WA,2019,7,10656,0
5491,North Cascades NP,NOCA,Pacific West ,WA,2019,8,12576,0
5492,North Cascades NP,NOCA,Pacific West ,WA,2019,9,8581,0
5493,North Cascades NP,NOCA,Pacific West ,WA,2019,10,373,0
5494,North Cascades NP,NOCA,Pacific West ,WA,2019,11,101,0
5495,North Cascades NP,NOCA,Pacific West ,WA,2019,12,81,0
5496,North Cascades NP,NOCA,Pacific West ,WA,2020,1,2,0
5497,North Cascades NP,NOCA,Pacific West ,WA,2020,2,2,0
5498,North Cascades NP,NOCA,Pacific West ,WA,2020,3,19,0
5499,North Cascades NP,NOCA,Pacific West ,WA,2020,4,0,0
5500,North Cascades NP,NOCA,Pacific West ,WA,2020,5,0,0
5501,North Cascades NP,NOCA,Pacific West ,WA,2020,6,1548,0
5502,North Cascades NP,NOCA,Pacific West ,WA,2020,7,6260,0
5503,North Cascades NP,NOCA,Pacific West ,WA,2020,8,16181,0
5504,North Cascades NP,NOCA,Pacific West ,WA,2020,9,5023,0
5505,North Cascades NP,NOCA,Pacific West ,WA,2020,10,1830,0
5506,North Cascades NP,NOCA,Pacific West ,WA,2020,11,18,0
5507,North Cascades NP,NOCA,Pacific West ,WA,2020,12,2,0
5508,North Cascades NP,NOCA,Pacific West ,WA,2021,1,298,0
5509,North Cascades NP,NOCA,Pacific West ,WA,2021,2,288,0
5510,North Cascades NP,NOCA,Pacific West ,WA,2021,3,23,0
5511,North Cascades NP,NOCA,Pacific West ,WA,2021,4,22,0
5512,North Cascades NP,NOCA,Pacific West ,WA,2021,5,751,0
5513,North Cascades NP,NOCA,Pacific West ,WA,2021,6,2200,0
5514,North Cascades NP,NOCA,Pacific West ,WA,2021,7,7207,0
5515,North Cascades NP,NOCA,Pacific West ,WA,2021,8,3116,0
5516,North Cascades NP,NOCA,Pacific West ,WA,2021,9,2958,0
5517,North Cascades NP,NOCA,Pacific West ,WA,2021,10,866,0
5518,North Cascades NP,NOCA,Pacific West ,WA,2021,11,126,0
5519,North Cascades NP,NOCA,Pacific West ,WA,2021,12,0,0
5520,Olympic NP,OLYM,Pacific West ,WA,2012,1,65178,44120
5521,Olympic NP,OLYM,Pacific West ,WA,2012,2,79292,51304
5522,Olympic NP,OLYM,Pacific West ,WA,2012,3,96768,65548
5523,Olympic NP,OLYM,Pacific West ,WA,2012,4,114970,72241
5524,Olympic NP,OLYM,Pacific West ,WA,2012,5,287399,92239
5525,Olympic NP,OLYM,Pacific West ,WA,2012,6,261427,64613
5526,Olympic NP,OLYM,Pacific West ,WA,2012,7,527598,100631
5527,Olympic NP,OLYM,Pacific West ,WA,2012,8,639436,33624
5528,Olympic NP,OLYM,Pacific West ,WA,2012,9,417768,96476
5529,Olympic NP,OLYM,Pacific West ,WA,2012,10,165809,73790
5530,Olympic NP,OLYM,Pacific West ,WA,2012,11,83363,55938
5531,Olympic NP,OLYM,Pacific West ,WA,2012,12,85900,56984
5532,Olympic NP,OLYM,Pacific West ,WA,2013,1,77162,55094
5533,Olympic NP,OLYM,Pacific West ,WA,2013,2,81808,56259
5534,Olympic NP,OLYM,Pacific West ,WA,2013,3,119954,68333
5535,Olympic NP,OLYM,Pacific West ,WA,2013,4,124456,90188
5536,Olympic NP,OLYM,Pacific West ,WA,2013,5,274629,84098
5537,Olympic NP,OLYM,Pacific West ,WA,2013,6,388581,102077
5538,Olympic NP,OLYM,Pacific West ,WA,2013,7,460971,113558
5539,Olympic NP,OLYM,Pacific West ,WA,2013,8,855663,43138
5540,Olympic NP,OLYM,Pacific West ,WA,2013,9,373850,96476
5541,Olympic NP,OLYM,Pacific West ,WA,2013,10,134726,76782
5542,Olympic NP,OLYM,Pacific West ,WA,2013,11,89154,72768
5543,Olympic NP,OLYM,Pacific West ,WA,2013,12,104386,54455
5544,Olympic NP,OLYM,Pacific West ,WA,2014,1,80424,57981
5545,Olympic NP,OLYM,Pacific West ,WA,2014,2,77894,63281
5546,Olympic NP,OLYM,Pacific West ,WA,2014,3,106803,64907
5547,Olympic NP,OLYM,Pacific West ,WA,2014,4,163050,82221
5548,Olympic NP,OLYM,Pacific West ,WA,2014,5,282962,88235
5549,Olympic NP,OLYM,Pacific West ,WA,2014,6,396184,103440
5550,Olympic NP,OLYM,Pacific West ,WA,2014,7,585884,122449
5551,Olympic NP,OLYM,Pacific West ,WA,2014,8,860611,46336
5552,Olympic NP,OLYM,Pacific West ,WA,2014,9,394495,85678
5553,Olympic NP,OLYM,Pacific West ,WA,2014,10,146288,69639
5554,Olympic NP,OLYM,Pacific West ,WA,2014,11,75692,43741
5555,Olympic NP,OLYM,Pacific West ,WA,2014,12,73585,39583
5556,Olympic NP,OLYM,Pacific West ,WA,2015,1,79877,57378
5557,Olympic NP,OLYM,Pacific West ,WA,2015,2,102766,64766
5558,Olympic NP,OLYM,Pacific West ,WA,2015,3,110453,60113
5559,Olympic NP,OLYM,Pacific West ,WA,2015,4,163263,91273
5560,Olympic NP,OLYM,Pacific West ,WA,2015,5,280726,54792
5561,Olympic NP,OLYM,Pacific West ,WA,2015,6,550337,135044
5562,Olympic NP,OLYM,Pacific West ,WA,2015,7,568820,100623
5563,Olympic NP,OLYM,Pacific West ,WA,2015,8,702159,33950
5564,Olympic NP,OLYM,Pacific West ,WA,2015,9,391825,64886
5565,Olympic NP,OLYM,Pacific West ,WA,2015,10,139783,48920
5566,Olympic NP,OLYM,Pacific West ,WA,2015,11,104817,66991
5567,Olympic NP,OLYM,Pacific West ,WA,2015,12,68935,40638
5568,Olympic NP,OLYM,Pacific West ,WA,2016,1,97571,41832
5569,Olympic NP,OLYM,Pacific West ,WA,2016,2,103509,59799
5570,Olympic NP,OLYM,Pacific West ,WA,2016,3,126255,63141
5571,Olympic NP,OLYM,Pacific West ,WA,2016,4,171641,82396
5572,Olympic NP,OLYM,Pacific West ,WA,2016,5,341524,91983
5573,Olympic NP,OLYM,Pacific West ,WA,2016,6,459305,89154
5574,Olympic NP,OLYM,Pacific West ,WA,2016,7,563492,104975
5575,Olympic NP,OLYM,Pacific West ,WA,2016,8,813267,37210
5576,Olympic NP,OLYM,Pacific West ,WA,2016,9,409680,66995
5577,Olympic NP,OLYM,Pacific West ,WA,2016,10,114112,50640
5578,Olympic NP,OLYM,Pacific West ,WA,2016,11,117426,70194
5579,Olympic NP,OLYM,Pacific West ,WA,2016,12,72439,41944
5580,Olympic NP,OLYM,Pacific West ,WA,2017,1,96056,41975
5581,Olympic NP,OLYM,Pacific West ,WA,2017,2,94433,59840
5582,Olympic NP,OLYM,Pacific West ,WA,2017,3,114817,54045
5583,Olympic NP,OLYM,Pacific West ,WA,2017,4,202039,102678
5584,Olympic NP,OLYM,Pacific West ,WA,2017,5,350885,95763
5585,Olympic NP,OLYM,Pacific West ,WA,2017,6,500191,102618
5586,Olympic NP,OLYM,Pacific West ,WA,2017,7,510184,79141
5587,Olympic NP,OLYM,Pacific West ,WA,2017,8,764282,31087
5588,Olympic NP,OLYM,Pacific West ,WA,2017,9,411658,60771
5589,Olympic NP,OLYM,Pacific West ,WA,2017,10,194127,44456
5590,Olympic NP,OLYM,Pacific West ,WA,2017,11,91989,62494
5591,Olympic NP,OLYM,Pacific West ,WA,2017,12,71335,42551
5592,Olympic NP,OLYM,Pacific West ,WA,2018,1,124050,50848
5593,Olympic NP,OLYM,Pacific West ,WA,2018,2,95948,67582
5594,Olympic NP,OLYM,Pacific West ,WA,2018,3,113917,50596
5595,Olympic NP,OLYM,Pacific West ,WA,2018,4,161131,97064
5596,Olympic NP,OLYM,Pacific West ,WA,2018,5,305775,83675
5597,Olympic NP,OLYM,Pacific West ,WA,2018,6,462461,85887
5598,Olympic NP,OLYM,Pacific West ,WA,2018,7,492372,72316
5599,Olympic NP,OLYM,Pacific West ,WA,2018,8,655793,29087
5600,Olympic NP,OLYM,Pacific West ,WA,2018,9,345371,51816
5601,Olympic NP,OLYM,Pacific West ,WA,2018,10,193677,39895
5602,Olympic NP,OLYM,Pacific West ,WA,2018,11,90207,53484
5603,Olympic NP,OLYM,Pacific West ,WA,2018,12,63753,46561
5604,Olympic NP,OLYM,Pacific West ,WA,2019,1,72725,43841
5605,Olympic NP,OLYM,Pacific West ,WA,2019,2,73756,61637
5606,Olympic NP,OLYM,Pacific West ,WA,2019,3,113720,49425
5607,Olympic NP,OLYM,Pacific West ,WA,2019,4,159983,94405
5608,Olympic NP,OLYM,Pacific West ,WA,2019,5,307426,83447
5609,Olympic NP,OLYM,Pacific West ,WA,2019,6,499728,86405
5610,Olympic NP,OLYM,Pacific West ,WA,2019,7,517058,75007
5611,Olympic NP,OLYM,Pacific West ,WA,2019,8,737996,30117
5612,Olympic NP,OLYM,Pacific West ,WA,2019,9,399907,43366
5613,Olympic NP,OLYM,Pacific West ,WA,2019,10,182944,44246
5614,Olympic NP,OLYM,Pacific West ,WA,2019,11,108204,53296
5615,Olympic NP,OLYM,Pacific West ,WA,2019,12,72359,53328
5616,Olympic NP,OLYM,Pacific West ,WA,2020,1,74888,63777
5617,Olympic NP,OLYM,Pacific West ,WA,2020,2,76248,55445
5618,Olympic NP,OLYM,Pacific West ,WA,2020,3,116314,47755
5619,Olympic NP,OLYM,Pacific West ,WA,2020,4,40297,61581
5620,Olympic NP,OLYM,Pacific West ,WA,2020,5,66013,32235
5621,Olympic NP,OLYM,Pacific West ,WA,2020,6,186034,64256
5622,Olympic NP,OLYM,Pacific West ,WA,2020,7,510073,78388
5623,Olympic NP,OLYM,Pacific West ,WA,2020,8,719170,22466
5624,Olympic NP,OLYM,Pacific West ,WA,2020,9,334249,39283
5625,Olympic NP,OLYM,Pacific West ,WA,2020,10,188318,43849
5626,Olympic NP,OLYM,Pacific West ,WA,2020,11,107430,46008
5627,Olympic NP,OLYM,Pacific West ,WA,2020,12,80143,49544
5628,Olympic NP,OLYM,Pacific West ,WA,2021,1,74962,60818
5629,Olympic NP,OLYM,Pacific West ,WA,2021,2,75915,54249
5630,Olympic NP,OLYM,Pacific West ,WA,2021,3,116649,41145
5631,Olympic NP,OLYM,Pacific West ,WA,2021,4,92336,50844
5632,Olympic NP,OLYM,Pacific West ,WA,2021,5,110700,31513
5633,Olympic NP,OLYM,Pacific West ,WA,2021,6,216260,65346
5634,Olympic NP,OLYM,Pacific West ,WA,2021,7,534345,78861
5635,Olympic NP,OLYM,Pacific West ,WA,2021,8,795063,27340
5636,Olympic NP,OLYM,Pacific West ,WA,2021,9,334522,41953
5637,Olympic NP,OLYM,Pacific West ,WA,2021,10,182884,48174
5638,Olympic NP,OLYM,Pacific West ,WA,2021,11,103802,52030
5639,Olympic NP,OLYM,Pacific West ,WA,2021,12,81487,54014
5640,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,1,21543,10
5641,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,2,21274,10
5642,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,3,58243,10
5643,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,4,39273,10
5644,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,5,63193,10
5645,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,6,99403,10
5646,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,7,101580,10
5647,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,8,83337,10
5648,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,9,60606,10
5649,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,10,60284,10
5650,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,11,31313,10
5651,Petrified Forest NP,PEFO,Intermountain ,AZ,2012,12,24808,10
5652,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,1,20640,10
5653,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,2,22068,10
5654,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,3,59476,10
5655,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,4,54657,10
5656,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,5,67214,10
5657,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,6,99821,10
5658,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,7,114113,10
5659,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,8,83493,10
5660,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,9,61188,10
5661,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,10,26470,10
5662,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,11,21560,10
5663,Petrified Forest NP,PEFO,Intermountain ,AZ,2013,12,13948,10
5664,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,1,20906,10
5665,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,2,23793,10
5666,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,3,59103,10
5667,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,4,66656,10
5668,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,5,100994,10
5669,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,6,111735,10
5670,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,7,113763,10
5671,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,8,95891,10
5672,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,9,65500,10
5673,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,10,105314,10
5674,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,11,37863,10
5675,Petrified Forest NP,PEFO,Intermountain ,AZ,2014,12,35281,10
5676,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,1,20181,10
5677,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,2,33042,10
5678,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,3,69140,10
5679,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,4,69468,10
5680,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,5,83711,10
5681,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,6,120105,10
5682,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,7,129042,10
5683,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,8,86889,10
5684,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,9,66914,10
5685,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,10,50511,10
5686,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,11,31421,10
5687,Petrified Forest NP,PEFO,Intermountain ,AZ,2015,12,32801,10
5688,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,1,18776,10
5689,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,2,23269,10
5690,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,3,49482,10
5691,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,4,54262,10
5692,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,5,59516,10
5693,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,6,95672,10
5694,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,7,110214,10
5695,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,8,71512,10
5696,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,9,53778,10
5697,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,10,51338,10
5698,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,11,30888,10
5699,Petrified Forest NP,PEFO,Intermountain ,AZ,2016,12,24567,10
5700,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,1,24592,10
5701,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,2,21907,10
5702,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,3,54971,10
5703,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,4,49474,10
5704,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,5,61584,10
5705,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,6,82104,10
5706,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,7,81984,10
5707,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,8,76121,10
5708,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,9,47260,10
5709,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,10,65029,10
5710,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,11,33237,10
5711,Petrified Forest NP,PEFO,Intermountain ,AZ,2017,12,29494,10
5712,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,1,25215,10
5713,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,2,27216,10
5714,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,3,54614,10
5715,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,4,49638,10
5716,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,5,73753,10
5717,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,6,104583,10
5718,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,7,81520,10
5719,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,8,64665,10
5720,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,9,56831,10
5721,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,10,52420,10
5722,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,11,29810,10
5723,Petrified Forest NP,PEFO,Intermountain ,AZ,2018,12,24657,10
5724,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,1,15341,10
5725,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,2,21342,10
5726,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,3,55187,10
5727,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,4,56567,10
5728,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,5,72802,10
5729,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,6,95451,10
5730,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,7,90546,10
5731,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,8,62276,10
5732,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,9,52525,10
5733,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,10,57019,10
5734,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,11,32092,10
5735,Petrified Forest NP,PEFO,Intermountain ,AZ,2019,12,32440,10
5736,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,1,26608,10
5737,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,2,29078,10
5738,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,3,45816,10
5739,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,4,0,10
5740,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,5,900,10
5741,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,6,40780,10
5742,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,7,46925,10
5743,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,8,41460,10
5744,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,9,36854,10
5745,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,10,48509,10
5746,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,11,36562,10
5747,Petrified Forest NP,PEFO,Intermountain ,AZ,2020,12,30991,10
5748,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,1,24618,10
5749,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,2,22807,10
5750,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,3,58099,10
5751,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,4,37644,10
5752,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,5,63185,10
5753,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,6,79106,10
5754,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,7,74003,10
5755,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,8,56110,10
5756,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,9,54279,10
5757,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,10,59262,10
5758,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,11,33606,10
5759,Petrified Forest NP,PEFO,Intermountain ,AZ,2021,12,27615,10
5760,Pinnacles NP,PINN,Pacific West ,CA,2012,1,13206,0
5761,Pinnacles NP,PINN,Pacific West ,CA,2012,2,13617,0
5762,Pinnacles NP,PINN,Pacific West ,CA,2012,3,18340,0
5763,Pinnacles NP,PINN,Pacific West ,CA,2012,4,25586,0
5764,Pinnacles NP,PINN,Pacific West ,CA,2012,5,19532,0
5765,Pinnacles NP,PINN,Pacific West ,CA,2012,6,16685,0
5766,Pinnacles NP,PINN,Pacific West ,CA,2012,7,17682,0
